Department,SKUID,Brand,Model,UnitsSold,AvgUnitCost,NetRevenue,COGS,AvgDailyInvCOGS,MarkupRatio,ItemTurns,VelocityTier,NoSalesHistory,IsMarkdown,MarkdownDepth,MarkdownRate
Climbing Gear,CLIMBING_GEAR_0100,Opentrail,Opentrail Series II,7,136.79,1299.17,959.56,981.18,1.3539,0.978,Slow,False,True,0.2138,0.6433
Climbing Gear,CLIMBING_GEAR_0101,Opentrail,Opentrail LTD,8,339.72,3103.7,2762.66,994.36,1.1234,2.7783,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0102,Opentrail,Opentrail MAX,6,429.44,4011.53,2736.67,338.95,1.4658,8.074,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0103,Hardpack,Hardpack Venture,9,118.39,1228.43,1084.14,248.38,1.1331,4.3649,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0104,Highmark,Highmark Crest,2,473.71,1473.14,1134.52,499.0,1.2985,2.2736,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0105,Hardpack,Hardpack Comp,0,168.71,152.28,133.61,37.49,1.1398,3.5642,Fast,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0106,Opentrail,Opentrail Xpedition,0,187.24,133.03,101.48,20.0,1.3109,5.0741,Fast,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0107,Hardpack,Hardpack Series II,5,179.75,1237.13,949.44,513.95,1.303,1.8474,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0108,Coastline,Coastline Signature,6,250.13,2186.33,1563.58,1119.13,1.3983,1.3971,Slow,False,True,0.1685,0.6073
Climbing Gear,CLIMBING_GEAR_0109,Opentrail,Opentrail Apex,0,329.41,180.34,135.25,85.48,1.3334,1.5821,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0110,Highmark,Highmark Xpedition,0,244.27,44.01,34.33,20.0,1.2821,1.7165,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0111,Opentrail,Opentrail Lite,50,42.58,2463.33,2147.26,815.02,1.1472,2.6346,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0112,Hardpack,Hardpack Comp,7,559.71,6123.01,4293.82,1636.21,1.426,2.6242,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0113,Highmark,Highmark Venture,2,96.32,350.66,222.36,249.1,1.577,0.8926,Slow,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0114,Hardpack,Hardpack Crest,0,568.23,533.17,354.2,194.79,1.5053,1.8184,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0115,Coastline,Coastline Pro,212,35.81,10675.65,7618.14,2881.75,1.4013,2.6436,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0116,Opentrail,Opentrail Series II,0,642.43,129.7,95.78,71.38,1.3542,1.3418,Slow,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0117,Opentrail,Opentrail X1,9,315.19,3936.13,3110.08,1689.06,1.2656,1.8413,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0118,Coastline,Coastline Venture,41,20.3,965.41,836.34,453.52,1.1543,1.8441,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0119,Hardpack,Hardpack Apex,0,387.34,240.68,229.48,136.79,1.0488,1.6776,Moderate,True,True,0.2208,0.3735
Climbing Gear,CLIMBING_GEAR_0120,Coastline,Coastline Signature,37,378.07,19836.5,14050.82,3243.57,1.4118,4.3319,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0121,Hardpack,Hardpack Ridge,0,585.84,309.99,238.98,309.58,1.2971,0.7719,Slow,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0122,Highmark,Highmark Enduro,13,398.66,7145.95,5214.2,2028.29,1.3705,2.5707,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0123,Highmark,Highmark Venture,13,84.72,1281.65,1154.81,322.63,1.1098,3.5794,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0124,Highmark,Highmark Team,4,528.26,3605.73,2519.82,1464.49,1.4309,1.7206,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0125,Coastline,Coastline Ridge,0,247.55,156.87,102.2,49.88,1.5349,2.0489,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0126,Highmark,Highmark Venture,64,430.53,36359.45,27851.81,5773.25,1.3055,4.8243,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0127,Opentrail,Opentrail Pro,2,462.63,1310.77,1102.28,555.34,1.1891,1.9849,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0128,Hardpack,Hardpack Crest,7,392.77,4960.99,3106.97,3681.09,1.5967,0.844,Slow,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0129,Highmark,Highmark Enduro,16,114.94,2562.14,1869.56,393.89,1.3705,4.7465,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0130,Opentrail,Opentrail Crest,7,392.88,4408.77,3045.12,711.13,1.4478,4.2821,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0131,Coastline,Coastline Carbon,2,527.42,1541.07,1098.6,1038.1,1.4028,1.0583,Slow,False,True,0.1962,0.6213
Climbing Gear,CLIMBING_GEAR_0132,Hardpack,Hardpack Pro,3,500.57,2063.93,1645.27,556.96,1.2545,2.954,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0133,Opentrail,Opentrail Xpedition,0,508.66,182.05,161.35,324.26,1.1283,0.4976,Dead,True,True,0.1955,0.4676
Climbing Gear,CLIMBING_GEAR_0134,Coastline,Coastline Venture,1,441.9,938.62,686.48,110.24,1.3673,6.2269,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0135,Coastline,Coastline Traverse,3,469.14,2294.57,1834.0,794.31,1.2511,2.3089,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0136,Coastline,Coastline LTD,4,645.95,3539.77,2700.03,1199.24,1.311,2.2514,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0137,Hardpack,Hardpack Venture,4,76.04,437.38,317.5,163.15,1.3776,1.946,Moderate,False,True,0.115,0.4329
Climbing Gear,CLIMBING_GEAR_0138,Highmark,Highmark Carbon,17,109.53,2299.14,1887.61,710.59,1.218,2.6564,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0139,Highmark,Highmark Lite,0,515.3,814.81,510.22,274.6,1.597,1.858,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0140,Highmark,Highmark Summit,0,208.36,159.88,111.37,34.45,1.4356,3.2332,Fast,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0141,Coastline,Coastline Origin,0,446.4,178.55,126.54,82.58,1.411,1.5323,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0142,Hardpack,Hardpack Carbon,0,340.91,130.98,110.52,57.64,1.1851,1.9173,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0143,Highmark,Highmark MAX,0,478.0,120.56,99.32,66.51,1.2139,1.4934,Slow,True,True,0.2089,0.2556
Climbing Gear,CLIMBING_GEAR_0144,Opentrail,Opentrail Base,2,239.0,605.57,489.46,129.93,1.2372,3.7671,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0145,Opentrail,Opentrail Series II,31,373.74,16298.1,11635.05,2874.91,1.4008,4.0471,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0146,Hardpack,Hardpack Venture,0,431.97,622.67,423.09,308.66,1.4717,1.3707,Slow,True,True,0.1563,0.4293
Climbing Gear,CLIMBING_GEAR_0147,Highmark,Highmark Pro,0,473.8,70.12,51.84,20.64,1.3526,2.5121,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0148,Coastline,Coastline Enduro,1,441.14,957.32,797.1,325.41,1.201,2.4495,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0149,Opentrail,Opentrail LTD,100,21.32,3019.37,2153.01,1185.52,1.4024,1.8161,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0150,Opentrail,Opentrail MAX,11,248.27,3934.68,2911.72,710.6,1.3513,4.0976,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0151,Coastline,Coastline Origin,3,551.51,1978.56,1669.05,1268.71,1.1854,1.3155,Slow,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0152,Coastline,Coastline Ascent,1,432.68,1110.0,714.71,302.71,1.5531,2.361,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0153,Highmark,Highmark Elite,1,211.89,464.71,337.77,340.61,1.3758,0.9917,Slow,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0154,Opentrail,Opentrail Ascent,0,531.77,194.55,135.69,83.43,1.4338,1.6263,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0155,Opentrail,Opentrail Ridge,1,92.73,149.19,111.83,25.86,1.3341,4.3253,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0156,Hardpack,Hardpack Sport,3,429.86,2486.74,1718.31,491.51,1.4472,3.496,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0157,Opentrail,Opentrail Traverse,12,550.58,8147.8,6961.27,1402.21,1.1704,4.9645,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0158,Highmark,Highmark Enduro,0,639.52,193.96,153.54,225.59,1.2632,0.6806,Slow,True,True,0.2424,0.4708
Climbing Gear,CLIMBING_GEAR_0159,Coastline,Coastline Comp,3,304.69,1518.44,1209.43,634.14,1.2555,1.9072,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0160,Coastline,Coastline Signature,1,256.37,665.53,444.77,415.12,1.4964,1.0714,Slow,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0161,Opentrail,Opentrail Foundation,1,246.35,532.39,454.0,397.77,1.1727,1.1414,Slow,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0162,Highmark,Highmark Elite,5,201.57,1720.82,1097.08,654.59,1.5685,1.676,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0163,Opentrail,Opentrail Carbon,2,213.92,672.95,482.74,252.29,1.394,1.9135,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0164,Hardpack,Hardpack Pro,0,376.53,249.56,209.01,55.6,1.194,3.7592,Fast,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0165,Hardpack,Hardpack Trail,0,207.45,154.12,129.47,132.1,1.1904,0.98,Slow,True,True,0.2983,0.6211
Climbing Gear,CLIMBING_GEAR_0166,Opentrail,Opentrail Signature,37,61.16,2943.72,2314.24,950.46,1.272,2.4348,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0167,Highmark,Highmark Pro,3,256.31,1339.05,861.22,419.32,1.5548,2.0538,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0168,Hardpack,Hardpack X1,3,34.11,133.32,108.45,52.22,1.2293,2.077,Moderate,False,True,0.2982,0.4865
Climbing Gear,CLIMBING_GEAR_0169,Coastline,Coastline Pro,4,383.18,2356.94,1706.0,505.1,1.3816,3.3775,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0170,Hardpack,Hardpack X1,17,221.75,5257.21,3900.31,1879.24,1.3479,2.0755,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0171,Opentrail,Opentrail Base,0,430.25,125.41,93.68,20.0,1.3386,4.6841,Fast,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0172,Highmark,Highmark Elite,5,233.11,1750.75,1178.02,282.92,1.4862,4.1638,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0173,Opentrail,Opentrail Signature,1,462.11,685.04,492.37,209.89,1.3913,2.3459,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0174,Coastline,Coastline Foundation,0,345.64,413.42,259.33,199.19,1.5942,1.3019,Slow,True,True,0.1947,0.6469
Climbing Gear,CLIMBING_GEAR_0175,Opentrail,Opentrail Xpedition,12,325.28,6380.06,4202.64,1055.15,1.5181,3.983,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0176,Coastline,Coastline Comp,12,304.52,5267.3,3659.47,1210.97,1.4394,3.0219,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0177,Opentrail,Opentrail Elite,1,457.58,881.82,679.52,348.72,1.2977,1.9486,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0178,Coastline,Coastline Xpedition,58,98.12,7290.53,5699.64,1319.28,1.2791,4.3203,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0179,Coastline,Coastline Xpedition,0,562.22,224.14,171.42,47.18,1.3075,3.6332,Fast,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0180,Opentrail,Opentrail Traverse,0,595.32,366.79,270.75,110.15,1.3547,2.4581,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0181,Hardpack,Hardpack Origin,0,322.73,197.64,163.78,57.14,1.2068,2.8664,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0182,Opentrail,Opentrail MAX,8,97.75,1126.73,877.15,285.76,1.2845,3.0696,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0183,Opentrail,Opentrail Carbon,3,219.99,980.38,877.41,308.16,1.1174,2.8472,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0184,Coastline,Coastline Series II,2,619.57,1885.03,1528.81,1929.34,1.233,0.7924,Slow,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0185,Opentrail,Opentrail Pro,7,384.42,4126.38,2748.57,677.63,1.5013,4.0562,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0186,Hardpack,Hardpack Trail,115,42.45,5834.06,4897.07,1239.88,1.1913,3.9496,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0187,Hardpack,Hardpack Foundation,1,256.18,376.82,278.38,130.88,1.3536,2.127,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0188,Opentrail,Opentrail LTD,0,391.92,433.65,377.0,246.8,1.1503,1.5275,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0189,Highmark,Highmark X1,13,269.49,4112.63,3529.07,1087.55,1.1654,3.245,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0190,Opentrail,Opentrail Enduro,1,325.48,524.54,387.33,137.0,1.3542,2.8273,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0191,Highmark,Highmark Lite,10,121.5,1634.6,1275.26,456.07,1.2818,2.7962,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0192,Opentrail,Opentrail Crest,4,81.96,394.35,339.39,162.82,1.1619,2.0845,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0193,Coastline,Coastline Lite,1,469.72,719.5,549.4,298.03,1.3096,1.8434,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0194,Coastline,Coastline Traverse,0,582.75,629.19,549.3,307.89,1.1454,1.7841,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0195,Hardpack,Hardpack Lite,2,533.96,1170.98,1072.77,525.33,1.0915,2.0421,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0196,Hardpack,Hardpack Ridge,1,486.65,841.27,684.71,99.69,1.2287,6.8681,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0197,Opentrail,Opentrail Origin,14,238.6,4163.44,3540.67,1584.12,1.1759,2.2351,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0198,Opentrail,Opentrail X1,0,516.34,140.84,109.65,36.7,1.2845,2.988,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0199,Opentrail,Opentrail Apex,0,424.49,170.58,124.76,55.31,1.3673,2.2558,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0200,Highmark,Highmark Xpedition,0,359.25,171.15,142.56,140.14,1.2005,1.0173,Slow,True,True,0.3893,0.3964
Climbing Gear,CLIMBING_GEAR_0201,Hardpack,Hardpack Tour,12,290.64,4776.73,3677.1,1577.57,1.2991,2.3309,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0202,Highmark,Highmark Team,5,70.35,560.08,353.49,99.52,1.5844,3.5518,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0203,Coastline,Coastline Comp,0,99.02,54.14,40.6,20.0,1.3333,2.0301,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0204,Hardpack,Hardpack X1,3,494.39,2370.52,1732.97,454.15,1.3679,3.8159,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0205,Highmark,Highmark Signature,0,204.97,118.65,94.06,130.15,1.2615,0.7227,Slow,True,True,0.3998,0.6229
Climbing Gear,CLIMBING_GEAR_0206,Coastline,Coastline Crest,97,83.63,12145.98,8141.38,2532.27,1.4919,3.215,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0207,Highmark,Highmark LTD,2,577.98,1989.13,1484.98,455.52,1.3395,3.26,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0208,Highmark,Highmark Carbon,31,130.96,4926.5,4134.64,724.65,1.1915,5.7057,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0209,Highmark,Highmark Tour,0,439.42,33.76,27.0,20.0,1.2505,1.3498,Slow,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0210,Highmark,Highmark Summit,6,109.13,1236.1,747.34,800.44,1.654,0.9337,Slow,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0211,Coastline,Coastline Foundation,0,408.06,429.09,268.48,179.12,1.5982,1.4989,Slow,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0212,Highmark,Highmark Apex,0,128.46,50.58,40.34,23.26,1.2539,1.7338,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0213,Coastline,Coastline Team,1,307.03,600.01,451.88,247.27,1.3278,1.8275,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0214,Highmark,Highmark Comp,4,265.19,1408.55,1117.85,584.26,1.2601,1.9133,Moderate,False,True,0.3481,0.5013
Climbing Gear,CLIMBING_GEAR_0215,Highmark,Highmark Team,7,302.11,3004.98,2187.67,362.45,1.3736,6.0359,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0216,Opentrail,Opentrail Venture,1,589.52,741.46,677.69,250.69,1.0941,2.7033,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0217,Highmark,Highmark Foundation,0,413.34,58.63,49.28,20.0,1.1896,2.4642,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0218,Coastline,Coastline Base,2,337.5,1271.27,869.94,672.9,1.4613,1.2928,Slow,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0219,Highmark,Highmark Crest,0,526.1,58.96,39.62,20.0,1.4881,1.981,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0220,Opentrail,Opentrail Lite,2,400.03,1156.74,924.37,751.45,1.2514,1.2301,Slow,False,True,0.2878,0.428
Climbing Gear,CLIMBING_GEAR_0221,Highmark,Highmark MAX,5,295.36,2273.59,1533.68,793.63,1.4824,1.9325,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0222,Opentrail,Opentrail Trail,2,263.62,880.61,623.91,553.58,1.4114,1.127,Slow,False,True,0.3338,0.6517
Climbing Gear,CLIMBING_GEAR_0223,Opentrail,Opentrail Carbon,12,293.59,5011.06,3656.47,1135.55,1.3705,3.22,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0224,Opentrail,Opentrail Summit,22,463.72,14671.41,10408.82,2002.03,1.4095,5.1991,Fast,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0225,Hardpack,Hardpack Team,0,646.8,46.64,36.58,20.0,1.2748,1.8291,Moderate,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0226,Coastline,Coastline Tour,1,588.04,942.64,725.82,335.27,1.2987,2.1649,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0227,Hardpack,Hardpack Carbon,0,502.67,463.39,356.46,237.83,1.3,1.4988,Slow,True,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0228,Coastline,Coastline Crest,2,334.17,1018.2,712.13,793.46,1.4298,0.8975,Slow,False,True,0.2509,0.5776
Climbing Gear,CLIMBING_GEAR_0229,Highmark,Highmark MAX,3,91.14,379.25,284.96,115.56,1.3309,2.466,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0230,Coastline,Coastline Signature,6,281.36,2447.21,1917.77,678.11,1.2761,2.8281,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0231,Opentrail,Opentrail LTD,7,83.32,698.81,594.24,318.04,1.176,1.8685,Moderate,False,False,0.0,0.0
Climbing Gear,CLIMBING_GEAR_0232,Opentrail,Opentrail Pro,6,482.09,4726.89,3366.75,933.08,1.404,3.6082,Fast,False,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0001,Hardpack,Hardpack Summit,0,617.8,504.98,346.01,151.54,1.4594,2.2834,Moderate,True,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0002,Hardpack,Hardpack Ascent,1,420.97,811.99,585.69,299.31,1.3864,1.9568,Moderate,False,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0003,Hardpack,Hardpack Tour,2,24.87,93.74,71.88,35.32,1.3041,2.035,Moderate,False,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0004,Coldrun,Coldrun Pro,3,648.6,2639.06,1957.45,771.32,1.3482,2.5378,Moderate,False,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0005,Stonepath,Stonepath Comp,0,633.72,520.81,348.14,346.83,1.496,1.0038,Slow,True,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0006,Stonepath,Stonepath Team,4,362.14,2358.4,1676.49,3536.04,1.4067,0.4741,Dead,False,True,0.261,0.582
Packs & Luggage,PACKS_AND_LUGG_0007,Rockline,Rockline X1,3,121.01,636.21,405.02,670.4,1.5708,0.6041,Slow,False,True,0.228,0.6566
Packs & Luggage,PACKS_AND_LUGG_0008,Hardpack,Hardpack X1,11,454.71,7017.28,5429.43,2787.83,1.2925,1.9475,Moderate,False,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0009,Coldrun,Coldrun Team,1,521.22,1160.59,820.03,453.22,1.4153,1.8094,Moderate,False,True,0.2606,0.2726
Packs & Luggage,PACKS_AND_LUGG_0010,Hardpack,Hardpack Base,6,510.09,4133.09,3381.96,3286.19,1.2221,1.0291,Slow,False,True,0.1915,0.6624
Packs & Luggage,PACKS_AND_LUGG_0011,Coldrun,Coldrun Carbon,1,154.57,336.44,290.32,502.41,1.1588,0.5779,Slow,False,True,0.3877,0.6442
Packs & Luggage,PACKS_AND_LUGG_0012,Ridgecrest,Ridgecrest Ridge,0,316.77,213.45,146.83,148.76,1.4537,0.987,Slow,True,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0013,Hardpack,Hardpack Ridge,0,387.33,33.26,22.17,20.0,1.5007,1.1083,Slow,True,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0014,Hardpack,Hardpack LTD,24,154.15,5257.13,3774.5,2703.09,1.3928,1.3964,Slow,False,True,0.2402,0.667
Packs & Luggage,PACKS_AND_LUGG_0015,Hardpack,Hardpack Enduro,8,305.92,3905.06,2482.21,1626.65,1.5732,1.526,Moderate,False,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0016,Hardpack,Hardpack Comp,46,68.79,3539.32,3199.75,3076.09,1.1061,1.0402,Slow,False,True,0.2708,0.4499
Packs & Luggage,PACKS_AND_LUGG_0017,Ridgecrest,Ridgecrest Elite,0,558.06,123.25,89.78,65.07,1.3728,1.3797,Slow,True,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0018,Hardpack,Hardpack Pro,0,461.81,94.36,67.44,20.0,1.3993,3.3719,Fast,True,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0019,Rockline,Rockline Trail,2,83.51,259.04,196.25,118.34,1.3199,1.6583,Moderate,False,True,0.1938,0.5558
Packs & Luggage,PACKS_AND_LUGG_0020,Rockline,Rockline Origin,0,114.41,36.36,27.92,26.77,1.3023,1.0429,Slow,True,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0021,Rockline,Rockline Pro,9,131.97,1760.4,1205.39,634.1,1.4604,1.9009,Moderate,False,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0022,Ridgecrest,Ridgecrest MAX,1,620.59,1643.32,1221.3,1122.32,1.3456,1.0882,Slow,False,True,0.3172,0.4605
Packs & Luggage,PACKS_AND_LUGG_0023,Ridgecrest,Ridgecrest Summit,33,70.45,2973.61,2380.98,897.52,1.2489,2.6528,Moderate,False,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0024,Ridgecrest,Ridgecrest X1,4,144.16,797.36,614.45,356.0,1.2977,1.726,Moderate,False,True,0.1912,0.502
Packs & Luggage,PACKS_AND_LUGG_0025,Stonepath,Stonepath MAX,11,609.95,9798.07,7229.88,3960.18,1.3552,1.8256,Moderate,False,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0026,Hardpack,Hardpack Sport,15,179.81,4160.57,2715.55,2568.26,1.5321,1.0573,Slow,False,True,0.3429,0.343
Packs & Luggage,PACKS_AND_LUGG_0027,Stonepath,Stonepath Origin,4,283.84,1827.6,1294.58,1206.77,1.4117,1.0728,Slow,False,True,0.3402,0.7105
Packs & Luggage,PACKS_AND_LUGG_0028,Stonepath,Stonepath Summit,1,175.61,367.94,264.98,120.86,1.3885,2.1925,Moderate,False,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0029,Rockline,Rockline Series II,0,194.07,74.01,72.09,61.42,1.0266,1.1738,Slow,True,True,0.2146,0.5921
Packs & Luggage,PACKS_AND_LUGG_0030,Stonepath,Stonepath Apex,0,226.11,201.18,143.9,80.54,1.3981,1.7866,Moderate,True,True,0.2634,0.4476
Packs & Luggage,PACKS_AND_LUGG_0031,Coldrun,Coldrun Venture,1,512.85,1495.51,875.18,449.6,1.7088,1.9466,Moderate,False,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0032,Hardpack,Hardpack Ridge,1,284.93,525.51,439.3,90.12,1.1963,4.8743,Fast,False,False,0.0,0.0
Packs & Luggage,PACKS_AND_LUGG_0033,Hardpack,Hardpack Series II,1,598.95,1222.99,851.18,230.46,1.4368,3.6934,Fast,False,False,0.0,0.0
